,id,atm_group,address,address_rus,lat,long,target,isTrain,test
10,1977.0,496.5,B.MOSKOVSKAYA 90A         VLADIMIR    ,"Большая Московская улица, 90А, Владимир, Россия, 600000",56.132925,40.419184,-0.013949004711653756,True,"[OrderedDict([('lat', '56.13655'), ('lon', '40.39658'), ('name', 'Vladimir'), ('admin1', 'Vladimir'), ('admin2', ''), ('cc', 'RU')])]"
11,1992.0,496.5,GORKOGO 20                TAMBOV      ,"улица Максима Горького, 20, Тамбов, Россия",52.718497,41.454511,-0.04843573940879664,True,"[OrderedDict([('lat', '52.73169'), ('lon', '41.44326'), ('name', 'Tambov'), ('admin1', 'Tambov'), ('admin2', ''), ('cc', 'RU')])]"
12,1998.0,496.5,KURASHOVA 28/1            YAKUTSK     ,"улица Курашова, 28/1, Якутск, Республика Саха (Якутия), Россия, 677000",62.033258999999994,129.73638200000002,-0.06429329744918175,True,"[OrderedDict([('lat', '62.03389'), ('lon', '129.73306'), ('name', 'Yakutsk'), ('admin1', 'Sakha'), ('admin2', ''), ('cc', 'RU')])]"
13,2006.0,496.5,LENINA 32                 MUROM       ,"улица Ленина, 32, Муром, Владимирская область, Россия, 602267",55.577107999999996,42.05437,-0.1001214289644553,True,"[OrderedDict([('lat', '55.575'), ('lon', '42.0426'), ('name', 'Murom'), ('admin1', 'Vladimir'), ('admin2', ''), ('cc', 'RU')])]"
14,2011.0,496.5,BOROVSKAYA 5              BALABANOVO  ,"Боровская улица, 5, Балабаново, Боровский район, Калужская область, Россия, 249000",55.180597999999996,36.655611,-0.0008294956654186244,True,"[OrderedDict([('lat', '55.18161'), ('lon', '36.6606'), ('name', 'Balabanovo'), ('admin1', 'Kaluga'), ('admin2', ''), ('cc', 'RU')])]"
15,2012.0,496.5,SOVETSKAYA 21             ZHUKOV      ,"Советская улица, 21, Жуков, Калужская область, Россия, 249191",55.027991,36.750518,-0.0476678404207127,True,"[OrderedDict([('lat', '55.03178'), ('lon', '36.74402'), ('name', 'Zhukovo'), ('admin1', 'Kaluga'), ('admin2', ''), ('cc', 'RU')])]"
16,2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"улица Доржиева, 24А, село Мухоршибирь, Республика Бурятия, Россия",51.048934,107.822322,0.017372643984509075,True,"[OrderedDict([('lat', '51.04986'), ('lon', '107.82997'), ('name', ""Mukhorshibir'""), ('admin1', 'Respublika Buryatiya'), ('admin2', ''), ('cc', 'RU')])]"
17,2022.0,496.5,SADOVAYA 27B              KRIVODANOVKA,"Садовая улица, 27, село Криводановка, Новосибирский район, Новосибирская область, Россия",55.086363,82.64683000000001,-0.02765736578751833,True,"[OrderedDict([('lat', '55.0881'), ('lon', '82.6551'), ('name', 'Krivodanovka'), ('admin1', 'Novosibirsk'), ('admin2', ''), ('cc', 'RU')])]"
18,2023.0,496.5,SOVETSKAYA 19             KUGESI      ,"Советская улица, 19, поселок городского типа Кугеси, Чебоксарский район, Чувашская Республика, Россия, 429500",56.029642,47.294593,-0.07787119186138325,True,"[OrderedDict([('lat', '56.02895'), ('lon', '47.29255'), ('name', 'Kugesi'), ('admin1', 'Chuvashia'), ('admin2', ''), ('cc', 'RU')])]"
19,2027.0,496.5,MELNIKOVA 106             CHERLAK     ,"улица Мельникова, 106, посёлок городского типа Черлак, Черлакский район, Омская область, Россия, 646250",54.151887,74.79789,-0.050626685528738495,True,"[OrderedDict([('lat', '54.155'), ('lon', '74.8055'), ('name', 'Cherlak'), ('admin1', 'Omsk'), ('admin2', ''), ('cc', 'RU')])]"
20,2033.0,496.5,POBEDY 67/2               PETROPAVLOVS,"проспект Победы, 67/2, Петропавловск-Камчатский, Камчатский край, Россия, 683902",53.070803000000005,158.58751999999998,0.019060742852095674,True,"[OrderedDict([('lat', '53.04444'), ('lon', '158.65076'), ('name', 'Petropavlovsk-Kamchatsky'), ('admin1', 'Kamtsjatka'), ('admin2', ''), ('cc', 'RU')])]"
21,2034.0,496.5,POLEVAYA 4                MEDVEDEVO   ,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",56.63759,47.803974,-0.027475196122957755,True,"[OrderedDict([('lat', '56.63388'), ('lon', '47.80405'), ('name', 'Medvedevo'), ('admin1', 'Mariy-El'), ('admin2', ''), ('cc', 'RU')])]"
22,2035.0,496.5,UPITA 5A                  KIROV       ,"улица Андрея Упита, 5А, Киров, Россия, 610050",58.605564,49.591163,-0.10137559085407266,True,"[OrderedDict([('lat', '58.59665'), ('lon', '49.66007'), ('name', 'Kirov'), ('admin1', 'Kirov'), ('admin2', 'Kirovo-Chepetskiy Rayon'), ('cc', 'RU')])]"
23,2850.0,496.5,VOSTOCHNAYA 42/7          ORENBURG    ,"Восточная улица, 42/7, Оренбург, Россия, 460021",51.784175,55.153504000000005,-0.08652950912830405,True,"[OrderedDict([('lat', '51.7727'), ('lon', '55.0988'), ('name', 'Orenburg'), ('admin1', 'Orenburg'), ('admin2', ''), ('cc', 'RU')])]"
24,2873.0,496.5,AMURSKAYA 13              CHITA       ,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",52.023722,113.513428,-0.07328752900727235,True,"[OrderedDict([('lat', '52.03171'), ('lon', '113.50087'), ('name', 'Chita'), ('admin1', 'Transbaikal Territory'), ('admin2', ''), ('cc', 'RU')])]"
25,2876.0,496.5,VOROVSKOGO 43             KIROV       ,"улица Воровского, 43, Киров, Россия",58.594438000000004,49.666657,-0.11059736826592738,True,"[OrderedDict([('lat', '58.59665'), ('lon', '49.66007'), ('name', 'Kirov'), ('admin1', 'Kirov'), ('admin2', 'Kirovo-Chepetskiy Rayon'), ('cc', 'RU')])]"
26,2877.0,496.5,LENINA 3                  PRISTEN     ,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",51.235052,36.694293,-0.07879399867799483,True,"[OrderedDict([('lat', '51.23551'), ('lon', '36.69594'), ('name', ""Pristen'""), ('admin1', 'Kursk'), ('admin2', ''), ('cc', 'RU')])]"
27,2897.0,496.5,KARLA MARKSA 76/1         KURGAN      ,"улица Карла Маркса, 76/1, Курган, Россия",55.44224499999999,65.35418,-0.02614658823194464,True,"[OrderedDict([('lat', '55.45'), ('lon', '65.33333'), ('name', 'Kurgan'), ('admin1', 'Kurgan'), ('admin2', ''), ('cc', 'RU')])]"
28,2900.0,496.5,KALACHINSKAYA 25          KALACHINSK  ,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",55.047817,74.588663,0.018208827536353327,True,"[OrderedDict([('lat', '55.05286'), ('lon', '74.57511'), ('name', 'Kalachinsk'), ('admin1', 'Omsk'), ('admin2', ''), ('cc', 'RU')])]"
29,2914.0,496.5,ZAVOYKO 7                 ELIZOVO     ,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",53.1871,158.383863,0.06135092766982592,True,"[OrderedDict([('lat', '53.18909'), ('lon', '158.38135'), ('name', 'Yelizovo'), ('admin1', 'Kamtsjatka'), ('admin2', ''), ('cc', 'RU')])]"
30,2923.0,496.5,19-LINIYA 10              IVANOVO     ,"19-я линия, 10, Иваново, Россия, 153031",56.989885,40.932023,-0.04473002150749481,True,"[OrderedDict([('lat', '56.99719'), ('lon', '40.97139'), ('name', 'Ivanovo'), ('admin1', 'Ivanovo'), ('admin2', 'Gorod Ivanovo'), ('cc', 'RU')])]"
31,2951.0,496.5,DEYNEKI 19                KURSK       ,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",51.704063,36.142449,-0.06321061891530111,True,"[OrderedDict([('lat', '51.73733'), ('lon', '36.18735'), ('name', 'Kursk'), ('admin1', 'Kursk'), ('admin2', ''), ('cc', 'RU')])]"
32,2973.0,496.5,KRASNIY PUT' 9            KRUTINKA    ,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.056077265567492214,True,"[OrderedDict([('lat', '56.0055'), ('lon', '71.51131'), ('name', 'Krutinka'), ('admin1', 'Omsk'), ('admin2', ''), ('cc', 'RU')])]"
33,4446.0,496.5,PERVOMAYSKAYA 11          POCHEP      ,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458785999999996,-0.07275458151164306,True,"[OrderedDict([('lat', '52.9336'), ('lon', '33.4464'), ('name', 'Pochep'), ('admin1', 'Brjansk'), ('admin2', 'Pochepskiy Rayon'), ('cc', 'RU')])]"
34,4447.0,496.5,OKTYABRSKAYA 138          PRYAMITSYNO ,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.11667027290152368,True,"[OrderedDict([('lat', '51.6561'), ('lon', '35.9314'), ('name', 'Pryamitsyno'), ('admin1', 'Kursk'), ('admin2', ''), ('cc', 'RU')])]"
35,4458.0,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK ,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.14500123147475488,True,"[OrderedDict([('lat', '55.0415'), ('lon', '82.9346'), ('name', 'Novosibirsk'), ('admin1', 'Novosibirsk'), ('admin2', 'Novosibirskiy Rayon'), ('cc', 'RU')])]"
36,4466.0,496.5,GLADKOVA 10               CHEBOKSARY  ,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.07251412395184302,True,"[OrderedDict([('lat', '56.13222'), ('lon', '47.25194'), ('name', 'Cheboksary'), ('admin1', 'Chuvashia'), ('admin2', 'Cheboksarskiy Rayon'), ('cc', 'RU')])]"
37,4470.0,496.5,LENINA 11                 KIREYEVSK   ,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.003881073322463896,True,"[OrderedDict([('lat', '53.93361'), ('lon', '37.92792'), ('name', 'Kireyevsk'), ('admin1', 'Tula'), ('admin2', ''), ('cc', 'RU')])]"
38,4489.0,496.5,LENINA 56                 AKSHA       ,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.28123,113.28690900000001,-0.05923667427441873,True,"[OrderedDict([('lat', '50.28139'), ('lon', '113.28667'), ('name', 'Aksha'), ('admin1', 'Transbaikal Territory'), ('admin2', ''), ('cc', 'RU')])]"
39,4491.0,496.5,VAREYKISA 2/1             ULYANOVSK   ,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.09805944763136047,True,"[OrderedDict([('lat', '54.32824'), ('lon', '48.38657'), ('name', 'Ulyanovsk'), ('admin1', 'Ulyanovsk'), ('admin2', 'Ulyanovskiy Rayon'), ('cc', 'RU')])]"
40,4510.0,496.5,PER. BAZARNY 4            SPASSK-DALNY,,,,0.039190641594625805,True,nan
41,4511.0,496.5,GRIGORENKO 8              LESOZAVODSK ,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",45.462274,133.403108,-0.029771982193639638,True,"[OrderedDict([('lat', '45.47885'), ('lon', '133.42825'), ('name', 'Lesozavodsk'), ('admin1', 'Primorskiy'), ('admin2', ''), ('cc', 'RU')])]"
42,4512.0,496.5,SEMIRECHENSKAYA 93        OMSK        ,"Семиреченская улица, 93, Омск, Россия, 644016",54.931034,73.29666999999999,-0.12654526393216867,True,"[OrderedDict([('lat', '54.84152'), ('lon', '73.30174'), ('name', 'Novoomskiy'), ('admin1', 'Omsk'), ('admin2', ''), ('cc', 'RU')])]"
43,4523.0,496.5,AVTOZAVODSKAYA 56         ULYANOVSK   ,"Автозаводская улица, 56, Ульяновск, Россия, 432008",54.291753,48.315699,-0.12915527243317027,True,"[OrderedDict([('lat', '54.32824'), ('lon', '48.38657'), ('name', 'Ulyanovsk'), ('admin1', 'Ulyanovsk'), ('admin2', 'Ulyanovskiy Rayon'), ('cc', 'RU')])]"
44,4526.0,496.5,"MOSKOVSKIY PR-T, 19B      VORONEZH    ","Московский проспект, 19, Воронеж, Россия, 394026",51.693681,39.181539,-0.059624818066358276,True,"[OrderedDict([('lat', '51.67204'), ('lon', '39.1843'), ('name', 'Voronezh'), ('admin1', 'Voronezj'), ('admin2', ''), ('cc', 'RU')])]"
45,4542.0,496.5,B.KHMELNITSKOGO 81        EYSK        ,"улица Богдана Хмельницкого, 81, Ейск, Краснодарский край, Россия",46.695209000000006,38.283637,-0.03800440301022337,True,"[OrderedDict([('lat', '46.7055'), ('lon', '38.2739'), ('name', 'Yeysk'), ('admin1', 'Krasnodarskiy'), ('admin2', ''), ('cc', 'RU')])]"
46,4574.0,496.5,KALININA AVE. 15/1        TVER        ,"проспект Калинина, 15с1, Тверь, Россия, 170001",56.853719999999996,35.865292,-0.025715052607514614,True,"[OrderedDict([('lat', '56.85836'), ('lon', '35.90057'), ('name', 'Tver'), ('admin1', 'Tverskaya'), ('admin2', ''), ('cc', 'RU')])]"
47,4584.0,496.5,OKTIABRSKAYA 1            NAMTSY      ,"Октябрьская улица, 1, село Намцы, Намский улус, Республика Саха (Якутия), Россия, 678380",62.71844,129.66555,-0.14500123147475488,True,"[OrderedDict([('lat', '62.71959'), ('lon', '129.66722'), ('name', 'Namtsy'), ('admin1', 'Sakha'), ('admin2', ''), ('cc', 'RU')])]"
48,4586.0,496.5,SVOBODY 51                IVANOVO     ,"улица Свободы, 51, Иваново, Россия, 153045",57.015939,41.005425,-0.05672162737004801,True,"[OrderedDict([('lat', '57.04695'), ('lon', '41.01354'), ('name', 'Bogorodskoye'), ('admin1', 'Ivanovo'), ('admin2', ''), ('cc', 'RU')])]"
49,4588.0,496.5,PROFINTERNA 9/25          OMSK        ,"улица Профинтерна, 9, Омск, Россия, 644082",54.933853000000006,73.33204599999999,-0.0063364060107538285,True,"[OrderedDict([('lat', '54.99244'), ('lon', '73.36859'), ('name', 'Omsk'), ('admin1', 'Omsk'), ('admin2', ''), ('cc', 'RU')])]"
50,4594.0,496.5,KAZANSKY PR. 75/48        V.VOLOCHEK  ,"Казанский проспект, 75/48, Вышний Волочёк, Тверская область, Россия, 171163",57.586330000000004,34.560713,-0.08487923386827997,True,"[OrderedDict([('lat', '57.59125'), ('lon', '34.56453'), ('name', 'Vyshniy Volochek'), ('admin1', 'Tverskaya'), ('admin2', ''), ('cc', 'RU')])]"
51,4606.0,496.5,KLUCHEVSKAYA 6B           ULAN-UDE    ,"Ключевская улица, 6, Улан-Удэ, Республика Бурятия, Россия, 670013",51.820888000000004,107.63251699999999,0.04071184695182275,True,"[OrderedDict([('lat', '51.82721'), ('lon', '107.60627'), ('name', 'Ulan-Ude'), ('admin1', 'Respublika Buryatiya'), ('admin2', 'Ivolginskiy Rayon'), ('cc', 'RU')])]"
52,4608.0,496.5,BONDARENKO 37             IVANOVKA    ,"улица Бондаренко, 39, село Ивановка, Ивановский район, Амурская область, Россия",50.35649,128.00231000000002,0.01602564044011012,True,"[OrderedDict([('lat', '50.09968'), ('lon', '128.05724'), ('name', 'Tambovka'), ('admin1', 'Amur'), ('admin2', ''), ('cc', 'RU')])]"
53,4624.0,496.5,SOVETSKAYA 29             CHERDAKLY   ,"Советская улица, 29, посёлок городского типа Чердаклы, Чердаклинский район, Ульяновская область, Россия",54.358775,48.852236,-0.038095996313162316,True,"[OrderedDict([('lat', '54.3594'), ('lon', '48.84497'), ('name', 'Cherdakly'), ('admin1', 'Ulyanovsk'), ('admin2', ''), ('cc', 'RU')])]"
54,4649.0,496.5,LENINA 7                  YASNOGORSK  ,"улица Ленина, 7, Ясногорск, Тульская область, Россия, 301030",54.481354,37.694199,-0.09431827157465908,True,"[OrderedDict([('lat', '54.48082'), ('lon', '37.69854'), ('name', 'Yasnogorsk'), ('admin1', 'Tula'), ('admin2', ''), ('cc', 'RU')])]"
55,4655.0,496.5,"POCHTOVIY PER, 3          ELIZOVO     ","Почтовый переулок, 3, Елизово, Камчатский край, Россия, 684005",53.183976,158.387789,-0.022816323115855738,True,"[OrderedDict([('lat', '53.18909'), ('lon', '158.38135'), ('name', 'Yelizovo'), ('admin1', 'Kamtsjatka'), ('admin2', ''), ('cc', 'RU')])]"
56,4680.0,496.5,SHUHOVA 26                TULA        ,"улица Шухова, 26, Тула, Россия, 300004",54.208238,37.669046,-0.09089617940169298,True,"[OrderedDict([('lat', '54.19609'), ('lon', '37.61822'), ('name', 'Tula'), ('admin1', 'Tula'), ('admin2', ''), ('cc', 'RU')])]"
57,4685.0,496.5,PROLETARSKAYA 11          P.PERVOMAYSK,"Пролетарская улица, 11, Первомайск, Нижегородская область, Россия, 607760",54.865166,43.793364000000004,0.013068622592228196,True,"[OrderedDict([('lat', '54.8689'), ('lon', '43.80272'), ('name', 'Pervomaysk'), ('admin1', 'Nizjnij Novgorod'), ('admin2', ''), ('cc', 'RU')])]"
58,4703.0,496.5,SOVETSKAYA 21A            PETROPAVLOVK,"Советская улица, 21, Петропавловск-Камчатский, Камчатский край, Россия",53.016529000000006,158.649756,-0.11674874615724234,True,"[OrderedDict([('lat', '53.04444'), ('lon', '158.65076'), ('name', 'Petropavlovsk-Kamchatsky'), ('admin1', 'Kamtsjatka'), ('admin2', ''), ('cc', 'RU')])]"
59,4712.0,496.5,LENINSKAYA 59B            ORENBURG    ,"Ленинская улица, 59, Оренбург, Россия, 460014",51.762709,55.111885,-0.1102991528731819,True,"[OrderedDict([('lat', '51.7727'), ('lon', '55.0988'), ('name', 'Orenburg'), ('admin1', 'Orenburg'), ('admin2', ''), ('cc', 'RU')])]"
60,4713.0,496.5,"1-ST VISHNEVAYA, 17       KURSK       ","Вишневая улица, СТ Дружба-1, городской округ Ухта, Республика Коми, Россия",63.541993999999995,53.85233,-0.05392474061619745,True,"[OrderedDict([('lat', '63.60229'), ('lon', '53.88175'), ('name', 'Sosnogorsk'), ('admin1', 'Komi Republic'), ('admin2', ''), ('cc', 'RU')])]"
61,8483.0,496.5,"STROITELEY AVE, 1V        PENZA       ","проспект Строителей, 1, Пенза, Россия, 440066",53.220223,44.943414000000004,-0.03184849342291842,True,"[OrderedDict([('lat', '53.20066'), ('lon', '45.00464'), ('name', 'Penza'), ('admin1', 'Penza'), ('admin2', ''), ('cc', 'RU')])]"
62,8486.0,496.5,MOSKOVSKAYA 83            PENZA       ,"Московская улица, 83, Пенза, Россия, 440000",53.197086,45.019034999999995,0.0259088806733042,True,"[OrderedDict([('lat', '53.20066'), ('lon', '45.00464'), ('name', 'Penza'), ('admin1', 'Penza'), ('admin2', ''), ('cc', 'RU')])]"
63,8487.0,496.5,MIRA 41                   PENZA       ,"улица Мира, 41, Пенза, Россия",53.188432999999996,44.970048999999996,-0.018226296461702658,True,"[OrderedDict([('lat', '53.20066'), ('lon', '45.00464'), ('name', 'Penza'), ('admin1', 'Penza'), ('admin2', ''), ('cc', 'RU')])]"
64,8497.0,496.5,"TRUDOVAYA 1, K.1          RYAZAN      ","Трудовая улица, 1к1, Рязань, Россия, 390011",54.603425,39.762453,-0.116827337837667,True,"[OrderedDict([('lat', '54.6269'), ('lon', '39.6916'), ('name', ""Ryazan'""), ('admin1', 'Rjazan'), ('admin2', ''), ('cc', 'RU')])]"
65,8500.0,496.5,GAGARINA 29               KURAGINO    ,"переулок Гагарина, 29, посёлок городского типа Курагино, Курагинский район, Красноярский край, Россия, 662910",53.890961,92.68066999999999,0.005782464391873453,True,"[OrderedDict([('lat', '53.88785'), ('lon', '92.68152'), ('name', 'Kuragino'), ('admin1', 'Krasnoyarskiy'), ('admin2', ''), ('cc', 'RU')])]"
66,8502.0,496.5,50 LET OKTYABRYA 6        VICHUGA     ,"улица 50 лет Октября, 6, Вичуга, Ивановская область, Россия, 155331",57.21764,41.937328,-0.10433068805502692,True,"[OrderedDict([('lat', '57.21276'), ('lon', '41.93012'), ('name', 'Vichuga'), ('admin1', 'Ivanovo'), ('admin2', ''), ('cc', 'RU')])]"
67,8511.0,496.5,PODROYKINA 28             BAGAEVSKAYA ,"улица Подройкина, 28, станица Багаевская, Багаевский район, Ростовская область, Россия",47.321464,40.369543,-0.03813813379425859,True,"[OrderedDict([('lat', '47.32411'), ('lon', '40.38791'), ('name', 'Bagayevskaya'), ('admin1', 'Rostov'), ('admin2', ''), ('cc', 'RU')])]"
68,8518.0,496.5,KRASNOARMEYSKAYA 233      KYZYL       ,"Красноармейская улица, 233, Кызыл, Республика Тыва, Россия, 667000",51.715113,94.42811800000001,-0.03146751178664767,True,"[OrderedDict([('lat', '51.71472'), ('lon', '94.45338'), ('name', 'Kyzyl'), ('admin1', 'Tyva'), ('admin2', ''), ('cc', 'RU')])]"
69,8534.0,496.5,CHERNISHEVSKOGO 56/2      YAKUTSK     ,"улица Чернышевского, 56/2, Якутск, Республика Саха (Якутия), Россия, 677007",62.011688,129.721308,-0.076109205265034,True,"[OrderedDict([('lat', '62.03389'), ('lon', '129.73306'), ('name', 'Yakutsk'), ('admin1', 'Sakha'), ('admin2', ''), ('cc', 'RU')])]"
70,8542.0,496.5,FRIDRIHA ENGELSA 88       VORONEZH    ,"улица Фридриха Энгельса, 88, Воронеж, Россия, 394018",51.659009000000005,39.187756,-0.031863878742005726,True,"[OrderedDict([('lat', '51.67204'), ('lon', '39.1843'), ('name', 'Voronezh'), ('admin1', 'Voronezj'), ('admin2', ''), ('cc', 'RU')])]"
71,8557.0,496.5,SOVETSKAYA 54/1           DOMODEDOVO  ,"Советская улица, 54, микрорайон Северный, Домодедово, Московская область, Россия",55.443659,37.747981,0.08008944082766974,True,"[OrderedDict([('lat', '55.4413'), ('lon', '37.75367'), ('name', 'Domodedovo'), ('admin1', 'Moskovskaya'), ('admin2', ''), ('cc', 'RU')])]"
72,8560.0,496.5,ORDZHONIKIDZE 34          SHIMANOVSK  ,"улица Орджоникидзе, 34/25, Шимановск, Амурская область, Россия",51.996266,127.667571,-0.06168025059653893,True,"[OrderedDict([('lat', '52.00575'), ('lon', '127.67756'), ('name', 'Shimanovsk'), ('admin1', 'Amur'), ('admin2', ''), ('cc', 'RU')])]"
73,8566.0,496.5,TEKSTILSCHIKOV 18         LENINSK-KUZN,"проспект Текстильщиков, 18, Ленинск-Кузнецкий, Кемеровская область, Россия, 652523",54.697328000000006,86.212944,-0.05952003290871191,True,"[OrderedDict([('lat', '54.6567'), ('lon', '86.1737'), ('name', 'Leninsk-Kuznetsky'), ('admin1', 'Kemerovo'), ('admin2', ''), ('cc', 'RU')])]"
74,8575.0,496.5,GAGARINA 9                CHELIABINSK ,"улица Гагарина, 9, Ленинский район, Челябинск, Россия, 454010",55.141844999999996,61.44309499999999,-0.02900062543233648,True,"[OrderedDict([('lat', '55.15402'), ('lon', '61.42915'), ('name', 'Chelyabinsk'), ('admin1', 'Chelyabinsk'), ('admin2', 'Gorod Chelyabinsk'), ('cc', 'RU')])]"
75,8585.0,496.5,KIROVA 42                 CHELYABINSK ,"улица Кирова, 42, Челябинск, Россия, 454084",55.17923100000001,61.39845699999999,0.0070306132694172895,True,"[OrderedDict([('lat', '55.15402'), ('lon', '61.42915'), ('name', 'Chelyabinsk'), ('admin1', 'Chelyabinsk'), ('admin2', 'Gorod Chelyabinsk'), ('cc', 'RU')])]"
76,8588.0,496.5,"KIROVA AVE, 27A           PYATIGORSK  ","проспект Кирова, 27А, Пятигорск, Ставропольский край, Россия",44.03603,43.07835,-0.06341569106345421,True,"[OrderedDict([('lat', '44.02361'), ('lon', '43.09222'), ('name', 'Goryachevodskiy'), ('admin1', ""Stavropol'skiy""), ('admin2', ''), ('cc', 'RU')])]"
77,8590.0,496.5,"OKTIABRYA AVE, 16         NIZHNIY NOVG","проспект Октября, 16, микрорайон Соцгород-I, Нижний Новгород, Россия, 603043",56.251202,43.866514,-0.048744881734817086,True,"[OrderedDict([('lat', '56.25716'), ('lon', '43.74577'), ('name', 'Gorbatovka'), ('admin1', 'Nizjnij Novgorod'), ('admin2', ''), ('cc', 'RU')])]"
78,8594.0,496.5,"MIRA AVE, 27K/1           KUVANDYK    ","проспект Мира, 27, Кувандык, Оренбургская область, Россия, 462241",51.482219,57.376188,-0.09031216940918163,True,"[OrderedDict([('lat', '51.4781'), ('lon', '57.3552'), ('name', 'Kuvandyk'), ('admin1', 'Orenburg'), ('admin2', ''), ('cc', 'RU')])]"
